Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
92,Category D,Kazakhstan,Berikkyzy Alanna,1065,11,4,260,86,37,-49,Level A
93,Category D,,Enesh Arazmedova,,11,6,372,91,41,-50,Level A
94,Category D,Sri Lanka,Desandhi Dhihansa Gamage,1582,11,8,379,91,41,-50,Level A
95,Category D,Chinese Taipei,An-Ru Angie Teng,1260,11,3,272,87,37,-50,Level A
96,Category D,Sri Lanka,Anakshi Senulya Weerarathna,1091,11,3.5,316,86,36,-50,Level A
97,Category D,Sri Lanka,H G Sasmi Sithumsa,,11,5,280,87,36,-51,Level A
98,Category D,Malaysia,Izzah Mohd Shahrul,1241,11,5,329,91,39,-52,Level A
99,Category D,India,Amulya Guruprasad,1251,11,8,467,91,39,-52,Level A
100,Category D,Malaysia,Ee Enn Ku,1128,11,7,221,98,45,-53,Level B
101,Category D,Laos,Moukda Dasavong,,11,7,328,90,36,-54,Level A
102,Category D,Kazakhstan,Aiaru Altynbek,1411,11,7.5,300,94,39,-55,Level A
103,Category D,Nepal,Sindira Joshi,1446,11,4,258,100,44,-56,Level A
104,Category D,Singapore,Zi Yau Bernadette Kong,1310,11,5.5,243,99,43,-56,Level A
105,Category D,India,Anjana A,1137,11,6,301,100,43,-57,Level A
106,Category D,Sri Lanka,A G Hansadie Aradhya Akuratiya,1113,11,6,291,95,38,-57,Level A
107,Category D,,Mahrijemal Gurbangeldiyeva,,10,4.5,290,94,37,-57,Level A
108,Category D,Lebanon,Nadia Fawaz,1214,11,5,324,94,35,-59,Level A
109,Category D,Bangladesh,Choudhury Neelava,1526,11,4.5,312,99,39,-60,Level A
110,Category C,Turkmenistan,Aygul Tokgayeva,1735,9,1,241,101,40,-61,Level A
111,Category D,Sri Lanka,Chanindi Mewna Attanayake,1519,11,8,271,96,35,-61,Level A
112,Category D,Iran,Neda Khezrian,1056,11,5,256,97,34,-63,Level A
113,Category D,Nepal,Punam Prasain,1349,11,4,217,102,38,-64,Level A
114,Category B,China,Lewei Li,1807,10,2.5,296,103,38,-65,Level A
115,Category C,China,Jiaying Dai,1636,4,1.5,71,96,31,-65,Level A
116,Category D,Japan,Rikka Mitsuyama,1157,9,5,299,103,35,-68,Level A
117,Category D,India,Sanskriti Oza,,11,4,281,103,35,-68,Level A
118,Category D,India,Bharsita Saharia,,10,4,172,101,33,-68,Level A
119,Category D,India,Duaa Ahamed Sherief,,11,6,221,102,33,-69,Level A
120,Category D,Kyrgyzstan,Shakhnazi Musaeva,1599,11,7.5,292,107,37,-70,Level A
121,Category D,Sri Lanka,Risali Lohasna Jayaweera,,11,4.5,241,112,41,-71,Level A
122,Category D,Sri Lanka,A G Javindi Avarjana Akuratiya,1220,9,4,225,110,35,-75,Level A
123,Category D,Laos,Sinnalone Sihavong,,7,4,128,116,38,-78,Level A
124,Category D,Bahrain,Sondos Obaid,,10,2,143,114,36,-78,Level A
125,Category D,India,Riddhi Riyansika Das,,11,3,297,114,35,-79,Level A
126,Category D,Kazakhstan,Adel Kurmanalina,,10,1.5,167,115,34,-81,Level A
127,Category D,India,Vedhika Vipin,,11,5,255,115,34,-81,Level A
128,Category D,Chinese Taipei,Yun-Tung Cheng,,11,4,243,120,37,-83,Level A
129,Category D,Bahrain,Najla Ahmed,1176,11,5,221,117,34,-83,Level A
130,Category D,Laos,Maly Inthavong,1231,9,3,167,126,39,-87,Level A
131,Category D,Malaysia,Linggeswary Ganesh,1362,11,5,305,123,34,-89,Level A
132,Category D,Kazakhstan,Adina Baideldinova,,11,4,243,121,32,-89,Level A
133,Category D,India,Swati Agarwal,,3,0,10,125,30,-95,Level A
134,Category D,Malaysia,Nur Qaleesya Soffiya Noor Hisam,1140,10,5,189,133,32,-101,Level A
135,Category D,India,Anuradha Banswal,,9,2,137,135,32,-103,Level A
136,Category D,Singapore,Judith Supatra Sophie,,11,3,202,135,32,-103,Level A
137,Category D,India,Karimella Sahasra,,10,3.5,184,139,35,-104,Level A
138,Category D,,Aida mostafa fadel,,3,0,9,152,44,-108,Level A
139,Category D,Chinese Taipei,Yu-Hsin Chuang,,11,3,186,153,29,-124,Level A
140,Category D,Singapore,En Ting Alesa Wong,,11,3,140,188,23,-165,Level A
141,Category D,India,Krithika N,,10,3,113,193,24,-169,Level A
142,Category D,India,Marieswari Marichelvam,,1,0,0,0,0,,Level A
