Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
83,Category D,Uruguay,Pilar Silvera,1410,11,5.5,332,110,38,-72,Level A
84,Category D,United States of America,Ya He,1000,11,5,306,107,34,-73,Level A
85,Category D,Bolivia,Maria Jose Salazar Salinas,1011,11,5,248,104,31,-73,Level A
86,Category D,Peru,Antuannet Huguette Nole Alvarez,1201,11,6,308,111,34,-77,Level A
87,Category D,Peru,Ariana Lucia Chavarria Soto,1277,11,6,258,116,33,-83,Level A
88,Category D,Bolivia,Zuleyka Garcia Vacaflor,1000,11,6,193,123,39,-84,Level A
89,Category D,United States of America,Fiona Hayes,1000,5,2,69,120,36,-84,Level A
90,Category D,Costa Rica,Valentina Campos Munoz,1000,11,4,275,128,32,-96,Level A
91,Category D,Barbados,Hannah Wilson,1315,11,7,244,122,25,-97,Level A
92,Category D,United States of America,Yashaswini Ayithi,1000,11,4,168,143,30,-113,Level A
93,Category D,Costa Rica,Sharon Jimena Duarte Castillo,1000,10,1,163,166,29,-137,Level A
94,Category D,Peru,Alessandra Zea Bereche,1000,7,2,114,177,22,-155,Level A
95,Category D,,Peralta Solis Nahomi,1000,11,3,71,196,24,-172,Level A
96,Category D,Bermuda,Olga Gontcharova,1301,10,0,123,202,20,-182,Level A
97,Category D,,LISELI MULALA,1000,1,0,0,0,0,,Level A
98,Category D,Trinidad & Tobago,Aradhana Ramnarine Singh,1211,1,0,0,0,0,,Level A
