Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
26,Open,Sweden,Hampus Sorensen,2395,7,4,287,58,55,-3,Level A
27,Open,Sweden,Jung Min Seo,2453,7,4.5,327,57,54,-3,Level A
28,Open,Greece,Anatole Vlachos,2413,7,5,287,51,48,-3,Level A
29,Open,Azerbaijan,Aydin Suleymanli,2512,7,4,315,51,48,-3,Level A
30,Open,Romania,Kirill Shevchenko,2592,7,5.5,238,52,47,-5,Level A
31,Girls,Lithuania,Gabija Simkunaite,1938,7,3.5,238,52,47,-5,Level A
32,Open,Turkiye,Alparslan Isik,2321,7,2.5,282,52,47,-5,Level A
33,Open,Montenegro,Dario Alivodic,2189,7,3,242,50,45,-5,Level A
34,Open,England,Jonah B Willow,2386,7,3.5,272,60,53,-7,Level A
35,Open,Denmark,Filip Boe Olsen,2354,7,3,258,59,52,-7,Level A
36,Girls,Turkiye,Buse Naz Kocyigit,2030,7,4,223,56,49,-7,Level A
37,Open,Israel,Ido Gorshtein,2372,7,3.5,284,54,47,-7,Level A
38,Girls,Germany,Annmarie Muetsch,2236,7,5,278,52,45,-7,Level A
39,Open,Turkiye,Kayra Kamer,2325,7,2.5,251,57,49,-8,Level A
40,Open,Azerbaijan,Murad Ibrahimli,2436,7,3.5,258,56,48,-8,Level A
41,Girls,Italy,Grimaldi Angela Flavia,2067,7,3,257,52,44,-8,Level A
42,Open,Lithuania,Andrius Sarauskas,1914,7,3,258,53,44,-9,Level A
43,Open,Iceland,Vignir Vatnar Stefansson,2314,7,4,233,62,52,-10,Level A
44,Girls,Poland,Michalina Rudzinska,2189,7,4,208,58,48,-10,Level A
45,Open,North Macedonia,Mateo Eftovski,1818,7,2,242,57,46,-11,Level A
46,Girls,Russia,Alexandra Afanasieva,1997,7,3.5,327,62,50,-12,Level A
47,Open,Cyprus,Konstantinos Michaelides,2260,7,3,350,55,43,-12,Level A
48,Open,Croatia,Borna Cotic,2120,7,2.5,300,53,41,-12,Level A
49,Open,Spain,Daniel Ledesma Claros,2139,7,3,209,64,51,-13,Level A
50,Girls,Slovenia,Zala Urh,2149,7,5.5,320,62,49,-13,Level A
51,Girls,Germany,Jana Schneider,2272,7,4.5,372,60,47,-13,Level A
52,Open,Switzerland,Fabian Baenziger,2404,7,3,213,62,48,-14,Level A
53,Open,Poland,Jakub Fus,2401,7,3.5,244,59,45,-14,Level A
54,Open,Wales,Hugo Fowler,1840,7,2.5,260,58,44,-14,Level A
55,Girls,England,Kamila Hryshchenko,2028,7,5,226,64,48,-16,Level A
56,Open,Germany,Alexander Suvorov,2353,7,3.5,273,61,44,-17,Level A
57,Girls,Hungary,Judit Juhasz,2037,7,3.5,280,63,45,-18,Level A
58,Girls,Azerbaijan,Govhar Beydullayeva,2263,7,4.5,248,61,43,-18,Level A
59,Open,Azerbaijan,Sadig Mammadov,2237,6,2.5,263,59,41,-18,Level A
60,Open,Bulgaria,Stoyan Or Stoyanov,2094,7,3,258,67,48,-19,Level A
61,Girls,Georgia,Ekaterine Pipia,2019,7,3.5,314,64,45,-19,Level A
62,Girls,Norway,Ingrid Skaslien,2026,7,2.5,304,63,44,-19,Level A
63,Girls,Bulgaria,Gabriela Antova,2247,7,3,219,69,49,-20,Level A
64,Girls,North Macedonia,Jana Angjelkoska,1569,7,2.5,286,68,47,-21,Level A
65,Open,France,Yovann Gatineau,2423,7,3.5,282,66,45,-21,Level A
66,Girls,Latvia,Madara Golsta,1967,7,4,290,68,46,-22,Level A
67,Girls,Poland,Liwia Jarocka,2056,7,4.5,212,65,43,-22,Level A
68,Girls,Turkiye,Sude Hereklioglu,1905,7,3,294,65,43,-22,Level A
69,Open,Ireland,Tarun Kanyamarala,2369,7,2.5,270,72,49,-23,Level A
70,Girls,Azerbaijan,Laman Hajiyeva,1982,7,5,251,66,43,-23,Level A
71,Girls,Czech Republic,KARIN NEMCOVA,2137,7,4,263,66,43,-23,Level A
72,Girls,Spain,Joana Ros Alonso,2013,7,3,257,65,42,-23,Level A
73,Girls,Slovakia,Dominika Ferkova,2006,7,3.5,239,71,47,-24,Level A
74,Girls,Greece,Magdalini Mihailidou,1796,7,3,265,71,45,-26,Level A
75,Girls,Israel,Michelle Katkov,2036,7,4,292,69,43,-26,Level A
76,Open,Jersey,Jem Gurner,1800,6,0.5,255,68,42,-26,Level A
77,Girls,Hungary,Zsofia Gombocz,2087,7,4,288,67,41,-26,Level A
78,Open,Latvia,Aleksandrs Jazdanovs,2224,6,1.5,213,75,48,-27,Level A
79,Girls,Croatia,Magdalena Muha,1795,7,3,247,71,44,-27,Level A
80,Girls,Netherlands,Robin Duson,1990,7,2,251,68,41,-27,Level A
81,Open,Iceland,Alexander Oliver Mai,2153,6,1,238,73,44,-29,Level A
82,Open,Estonia,Mirko Lainevool,1201,6,0,172,77,47,-30,Level A
83,Open,Ukraine,Mikhail Tobak,2110,6,1,192,79,45,-34,Level A
84,Girls,France,Estee Aubert,2013,7,2,259,75,41,-34,Level A
85,Girls,Austria,Sophie Konecny,1888,7,2.5,208,77,38,-39,Level A
86,Girls,Estonia,Elizavetta Bitkova,1387,6,0.5,184,76,37,-39,Level A
87,Open,Hungary,Agoston Juhasz,2369,7,3.5,206,79,39,-40,Level A
88,Girls,Denmark,Nienke Van Den Brink,1811,7,0,271,86,43,-43,Level A
89,Girls,Lithuania,Evelina Ravlusevic,1581,7,2,251,85,42,-43,Level A
90,Open,Malta,Matthias Gatt,1719,6,1,159,93,42,-51,Level A
91,Open,Czech Republic,TOMAS LUDVIK,2203,7,2,209,106,39,-67,Level A
92,Girls,Ukraine,Uliana Yeshchenko,1872,1,0,0,0,0,,Level A
