Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
65,Category A,Norway,Edit Machlik,2084,10,2.5,363,82,37,-45,Level A
66,Category D,Greece,Maria Trivella,1261,5,3,128,90,44,-46,Level B
67,Category D,England,Manel Fernando,1468,10,6,180,89,42,-47,Level A
68,Category D,Scotland,Kanishka Bhatia,,11,6.5,377,86,34,-52,Level A
69,Category A,Ireland,Trisha Kanyamarala,2095,10,4.5,326,95,38,-57,Level A
70,Category D,Scotland,Florence Wilson,,11,6,297,94,37,-57,Level A
71,Category B,Romania,Ana-Maria Sava,1916,10,4.5,315,93,36,-57,Level A
72,Category D,England,Marijka Mykhnenko,,11,4,268,90,32,-58,Level A
73,Category D,Slovakia,Martina Mikusova,,11,5,322,93,33,-60,Level A
74,Category D,Azerbaijan,Salbinaz Ismayilova,1090,11,7,360,96,35,-61,Level A
75,Category D,Romania,Selina Tani,1130,10,6,259,101,39,-62,Level A
76,Category C,England,Karin Silvana Bayona,1793,10,3,285,97,34,-63,Level A
77,Category B,Czech Republic,Martina Stastna,1912,11,5,234,98,34,-64,Level A
78,Category D,Denmark,Leia Andries,1571,11,6,285,104,39,-65,Level A
79,Category B,Denmark,Tanya Stewart-Bermann,1881,10,1.5,211,104,39,-65,Level A
80,Category D,England,Anuurai Sainbayar,1512,11,5,229,107,40,-67,Level A
81,Category D,England,Deema Khunda,,11,5,248,109,41,-68,Level A
82,Category D,Czech Republic,Nikola Kusova,1250,11,6,216,111,38,-73,Level A
83,Category D,Romania,Otilia-Elena Echimescu,1314,11,4,270,115,39,-76,Level A
84,Category D,England,Caroline J Robson,1546,10,3,221,112,33,-79,Level A
85,Category D,England,Jolnar Mia Moussa,,11,4,191,116,36,-80,Level A
86,Category C,Malta,Filipina Thornton,1661,10,5,286,122,35,-87,Level A
87,Category D,Sweden,Cristina Ostafiev,1173,11,6,187,120,33,-87,Level A
88,Category D,Austria,Lena Antenreiter,,11,5,163,124,34,-90,Level A
89,Category D,Ireland,Polly McCormick,1235,11,5,190,129,37,-92,Level A
90,Category D,England,Diah Patel,1186,11,5,240,128,33,-95,Level A
91,Category D,England,Lais Craig,,11,5,191,129,32,-97,Level A
92,Category D,Iceland,Katrin Maria Jonsdottir,,11,4,177,137,34,-103,Level A
93,Category D,Romania,Mara-Madeleine Constantin,,11,4.5,233,137,33,-104,Level A
94,Category D,Denmark,Aase Morling,1407,10,1,126,152,38,-114,Level A
95,Category D,England,Risha Jithendra,,11,2,121,146,24,-122,Level A
96,Category D,,Ankita Sriram,,11,4,193,157,29,-128,Level A
97,Category D,,Rebecca Eapen,,10,0,60,256,18,-238,Level A
98,Category D,,Tvisha Lakshmeesh,,1,0,0,0,0,,Level B
99,Category D,,Samyuktha Vijayendra,,1,0,0,0,0,,Level C
