Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
56,Category A,Slovakia,Monika Rojickova,2124,6,0,154,86,45,-41,Level B
57,Category A,Switzerland,Ghazal Hakimifard,2270,7,5,165,82,40,-42,Level A
58,Category B,Latvia,Renate Vidruska,2000,9,5,273,82,40,-42,Level A
59,Category C,Turkiye,Bengu Sena Ayan,1782,9,5.5,186,81,39,-42,Level A
60,Category C,Czech Republic,Adela Trasakova,1792,9,5.5,301,83,40,-43,Level A
61,Category C,England,Eugenia Karas,1584,9,4.5,289,79,36,-43,Level A
62,Category C,Italy,Sara Duse Elena Celati,1763,9,4,270,83,39,-44,Level A
63,Category D,Slovakia,Petra Deverova,1414,11,4.5,260,89,44,-45,Level B
64,Category C,Austria,Lotte Stockhammer,1627,8,3,199,84,39,-45,Level A
65,Category B,Switzerland,Angie Pecorini,1930,8,3,181,84,39,-45,Level A
66,Category C,England,Imogen Dicen,1630,9,4.5,369,80,35,-45,Level A
67,Category C,Turkiye,Ecrin Efsa Buyuk,1788,9,5,234,80,35,-45,Level A
68,Category D,Czech Republic,Vera Marie Krejci,1470,11,6,297,92,46,-46,Level B
69,Category D,England,Radha Ratnesan,1497,11,6,257,82,35,-47,Level A
70,Category B,Austria,Helene Mira,2082,9,4.5,256,85,37,-48,Level A
71,Category C,England,Nina Pert,1537,8,5.5,229,89,40,-49,Level A
72,Category D,Italy,Marisa Cucoch,1476,10,1,132,87,38,-49,Level A
73,Category D,England,Shrishti Shiva,1000,10,4,301,80,31,-49,Level A
74,Category B,Iceland,Lisseth Acevedo Mendez,1829,8,3,190,89,38,-51,Level A
75,Category D,Ireland,Polly McCormick,1000,11,4.5,289,88,36,-52,Level A
76,Category C,Georgia,Anastasia Kirtadze,1719,9,5,287,91,38,-53,Level A
77,Category D,Austria,Borbala Gritsch,1432,10,4.5,278,90,37,-53,Level A
78,Category A,Austria,Denise Trippold,2113,7,4,171,92,37,-55,Level A
79,Category D,Greece,Maria Trivella,1141,7,4,179,95,39,-56,Level A
80,Category B,Denmark,Thomine Stolberg-Rohr,1969,8,2.5,298,93,37,-56,Level A
81,Category C,Slovakia,Katalin Engel,1550,8,0,239,94,36,-58,Level A
82,Category D,England,Bryony Eccleston,1027,11,5,248,97,36,-61,Level A
83,Category B,,C A,1906,9,4.5,294,100,38,-62,Level A
84,Category B,Greece,Maria-Anna Stefanidi,1983,8,3,277,98,36,-62,Level A
85,Category D,Iceland,Idunn Helgadottir,1243,11,6,226,101,38,-63,Level A
86,Category B,Slovenia,Karmen Mar,2093,9,4,376,105,41,-64,Level A
87,Category D,Denmark,Leia Andries,1212,11,6,284,108,38,-70,Level A
88,Category D,Turkiye,Elvin Esma Buyuk,1272,11,5,260,105,35,-70,Level A
89,Category D,England,Prachi Arora,1000,11,5,204,114,43,-71,Level A
90,Category D,Turkiye,Busra Ozturk,1100,11,5,203,114,40,-74,Level A
91,Category D,Denmark,Aase Morling,1453,10,3,269,112,33,-79,Level A
92,Category C,Germany,Tiffany Kinzel,1786,8,2.5,177,122,38,-84,Level A
93,Category D,Slovakia,Veronika Kroupova,1000,10,2,155,122,33,-89,Level A
94,Category D,Finland,Johanna Tanni,1000,4,3,47,121,28,-93,Level A
95,Category D,England,Diah Patel,1000,11,5,183,130,36,-94,Level A
96,Category C,Austria,Miriam Moerwald,1743,8,1,173,126,30,-96,Level A
97,Category D,,Chidvilasini Konda,1000,10,4,149,132,35,-97,Level A
98,Category D,England,Naina Jaiswal,1000,10,3,201,142,33,-109,Level A
99,Category D,Slovakia,Michaela Slavikova,1000,10,2,165,146,25,-121,Level A
100,Category D,England,Florence Shearsby,1000,10,3,158,154,29,-125,Level A
101,Category D,,Rishitha Vuppala,1000,10,2,132,170,28,-142,Level A
102,Category C,Ukraine,Ksenia Lukianova,1798,1,0,0,0,0,,Level A
103,Category A,Ukraine,Olga Babiy,2280,1,0,0,0,0,,Level B
104,Category D,England,Ofelia Raluca Stroe,1000,1,0,0,0,0,,Level C
105,Category D,,Taru Puhtila,1000,1,0,0,0,0,,Level A
106,Category D,,Rose Saunders,1000,1,0,0,0,0,,Level A
107,Category C,Denmark,Andrea Kongskov,1608,1,0,0,0,0,,Level B
